key,term,cover,map,artist,title,year,license,caption_line1,note,source_file
mentor-w100,Mentor,,,Pablo E. Fabisch,Telemachus and Mentor,1699,,"Pablo E. Fabisch · Telemachus and Mentor, 1699",Mentor — the bearded older man at right,File:Telemachus_and_Mentor1.JPG
messenia-map,Messenia,Y,Y,,Homeric Greece,,,Homeric Greece,Messenia — region in the southwest Peloponnese,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
mimas-map,Mimas,Y,Y,,Homeric Greece,,,Homeric Greece,Mimas — Asia Minor headland opposite Chios,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
mount-neion-map,Mount Neion,Y,Y,,Homeric Greece,,,Homeric Greece,Mount Neion — mountain on the island of Ithaca,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
mount-neriton-map,Mount Neriton,Y,Y,,Homeric Greece,,,Homeric Greece,Mount Neriton — mountain on the island of Ithaca,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
mount-parnassus-map,Mount Parnassus,Y,Y,,Homeric Greece,,,Homeric Greece,Mount Parnassus — mountain in central Greece,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
mount-solyma-map,Mount Solyma,Y,Y,Abraham Ortelius,The Wanderings of Ulysses,1597,,"Abraham Ortelius · The Wanderings of Ulysses, 1597","Mount Solyma — in Lycia, southern Asia Minor coast",File:Maps_of_the_peregrination_of_Ulysses_by_Abraham_Ortelius.jpeg
muse-2,Muse,Y,,Caesar van Everdingen,Four Muses and Pegasus,1648,,"Caesar van Everdingen · Four Muses and Pegasus, 1648",,"File:Four_Muses_and_Pegasus,_by_Caesar_van_Everdingen.jpg"
muse-4,Muse,,,Nicolas Poussin,Apollo and the Muses (Parnassus),1630,,"Nicolas Poussin · Apollo and the Muses (Parnassus), 1630",Muse — the Muses gathered around Apollo on Mount Parnassus,File:Nicolas_Poussin_-_Apollo_and_the_Muses_(Parnassus)_-_WGA18307.jpg
muse-w100,Muse,,,Anonymous,Clio,c. 1600,CC BY-SA 4.0,"Anonymous · Clio, c. 1600 (CC BY-SA 4.0)","Muse — Clio, Muse of history",File:Afbeelding_van_Clio.jpg
muse-w101,Muse,,,Francesco del Cossa,Autumn (The Muse Polyhymnia),c. 1455–1460,,"Francesco del Cossa · Autumn (The Muse Polyhymnia), c. 1455–1460",,File:La_musa_Polimnia_probably_by_Francesco_del_Cossa.jpg
muse-w102,Muse,,,Antonio Zucchi,Apollo and the Muses,1767,,"Antonio Zucchi · Apollo and the Muses, 1767",,"File:Antonio_Zucchi_-_Apollo_and_the_Muses,_1767.jpg"
muse-w103,Muse,,,Simon Vouet and workshop,Calliope,1634,,"Simon Vouet and workshop · Calliope, 1634","Muse — Calliope, Muse of epic poetry",File:Calliope.jpg
muse-w104,Muse,,,Carlo Franzoni,The Car of History,c. 1819,,"Carlo Franzoni · The Car of History, c. 1819",Muse — Clio recording history in her chariot,File:Car_of_history.jpg
muse-w105,Muse,,,Claude Lorrain,Apollo and the Muses on Mount Helicon,1680,,"Claude Lorrain · Apollo and the Muses on Mount Helicon, 1680",,File:Claude_Lorrain_Apollo_Muses.jpg
muse-w106,Muse,,,Simon Vouet,The Muse Erato,17th century,,"Simon Vouet · The Muse Erato, 17th century",,File:Erato.jpg
muse-w107,Muse,,,Eustache Le Sueur,"The Muses Clio, Euterpe and Thalia",c. 1652–1655,,"Eustache Le Sueur · The Muses Clio, Euterpe and Thalia, c. 1652–1655",,"File:Eustache_Le_Sueur_-_The_Muses_-_Clio,_Euterpe_and_Thalia_-_WGA12611.jpg"
muse-w108,Muse,,,Follower of Guido Reni,"Clio, Muse of History",c. 1640,,"Follower of Guido Reni · Clio, Muse of History, c. 1640",,"File:Follower_of_Guido_Reni_-_Clio,_Muse_of_History.jpg"
muse-w109,Muse,,,Gustave Moreau,Hesiod and the Muse,1891,,"Gustave Moreau · Hesiod and the Muse, 1891",Muse — the winged woman embracing the youth Hesiod,File:Hesiod_and_the_Muse.jpg
mycenae-map,Mycenae,Y,Y,,Homeric Greece,,,Homeric Greece,Mycenae — palace city in the northeast Peloponnese,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
nausicaa-1,Nausicaa,Y,,Frederic Leighton,Nausicaa,1878,,"Frederic Leighton · Nausicaa, 1878",,File:1878_Frederick_Leighton_-_Nausicaa.jpg
nausicaa-2,Nausicaa,,,Jacob Jordaens,The Meeting of Odysseus and Nausicaa,c. 1630,,"Jacob Jordaens · The Meeting of Odysseus and Nausicaa, c. 1630",Nausicaa — finely dressed woman at center facing the kneeling suppliant,File:The_Meeting_of_Odysseus_and_Nausicaa_-_Jacob_Jordaens_(I).jpg
nausicaa-3,Nausicaa,,,Pieter Lastman,Odysseus and Nausicaa,1619,,"Pieter Lastman · Odysseus and Nausicaa, 1619","Nausicaa — standing alone at far left, arms outstretched",File:Odysseus_and_Nausicaa.jpg
nausicaa-3b,Nausicaa,,,Charles Gleyre,Ulysses and Nausicaa,1843,Public domain,"Charles Gleyre · Ulysses and Nausicaa, 1843",Nausicaa — standing in the white robe on the chariot,File:Gleyre-_Ulysse_et_Nausicaa.jpg
nausicaa-4,Nausicaa,,,Salvator Rosa,Odysseus and Nausicaa,1655,,"Salvator Rosa · Odysseus and Nausicaa, 1655",Nausicaa — standing woman at left holding out the garment,File:Odysseus_and_Nausicaa_LACMA_49.17.4.jpg
nausicaa-w101,Nausicaa,,,Jean Veber,Ulysses and Nausicaa,1888,,"Jean Veber · Ulysses and Nausicaa, 1888",Nausicaa — standing in white at right,"File:Jean_Veber_-_Ulysses_and_Nausicaa,_1888.jpg"
nausicaa-w102,Nausicaa,,,Johann Heinrich Wilhelm Tischbein,Odysseus and Nausicaa,1819,,"Johann Heinrich Wilhelm Tischbein · Odysseus and Nausicaa, 1819",Nausicaa — the woman in gold at right,File:Nausikaa_und_Odysseus_(Tischbein).jpg
nausicaa-w103,Nausicaa,,,Anonymous,Odysseus and Athena at the Meeting with Nausicaa,c. 440 BC,CC BY-SA 2.0,"Anonymous · Odysseus and Athena at the Meeting with Nausicaa, c. 440 BC (CC BY-SA 2.0)",,"File:Odysseus_and_Athena_at_the_meeting_with_Nausicaa,_Attic_red-figured_amphora_from_Vulci,_440_BC,_Staatliche_Antikensammlungen,_Munich_(8957437815)_cropped_glare_reduced_white_bg.png"
nausicaa-w104,Nausicaa,,,Robert Jackson Emerson,Nausicaa,1932,,"Robert Jackson Emerson · Nausicaa, 1932",,File:Robert_Jackson_Emerson_-_Nausicaa_-_ABDAG004609.jpg
nestor-2,Nestor,Y,,Meleager Painter,The Sacrifice of Nestor at Pylos,c. 400 BC,CC BY 2.5,"Meleager Painter · The Sacrifice of Nestor at Pylos, c. 400 BC (CC BY 2.5)",Nestor — the white-bearded old man at right,File:Sacrifice_Nestor_Pylos_Meleager_Painter_MAN.jpg
nestor-w101,Nestor,,,Charles-Philippe Larivière,Achilles Awarding a Prize to Nestor,c. 1820,,"Charles-Philippe Larivière · Achilles Awarding a Prize to Nestor, c. 1820",Nestor — the white-bearded elder receiving the vessel at right,File:Charles-Philippe_Larivi%C3%A8re_-_Achilles_-_Google_Art_Project.jpg
nobody-1,Nobody,Y,,Jacob Jordaens,Odysseus in the Cave of Polyphemus,c. 1635,,"Jacob Jordaens · Odysseus in the Cave of Polyphemus, c. 1635",,"File:Jacob_jordaens,_ulisse_nella_grotta_di_polifemo,_1630-35_(mosca,_museo_pushkin).jpg"
nobody-2,Nobody,,,Polyphemus Painter,The Blinding of Polyphemus,c. 650 BC,,"Polyphemus Painter · The Blinding of Polyphemus, c. 650 BC","Nobody — Odysseus's ruse, in the blinding scene on the amphora's neck",File:Funerary_proto-Attic_amphora_by_Polyphemos_painter_depicting_Odysseus_and_his_men_blinding_the_cyclops_Polyphemus_from_xxx_flickr_8706777442_b4db371a26_o.jpg
nobody-3,Nobody,,,Anonymous,Head of Odysseus,2006,,"Anonymous · Head of Odysseus, 2006","Nobody — Odysseus, the name behind the disguise",File:Odysseus-003.jpg
nobody-w101,Nobody,,,Anonymous,The Blinding of Polyphemus,c. 1st century AD,CC BY 3.0,"Anonymous · The Blinding of Polyphemus, c. 1st century AD (CC BY 3.0)","Nobody — Odysseus blinds the Cyclops, having told him 'Nobody' did it","File:Athanodoros,_agesandros_e_polydoros,_gruppo_del_polifemo_di_sperlonga,_ricostruzione_01.jpg"
nobody-w102,Nobody,,,Christoffer Wilhelm Eckersberg,Ulysses Fleeing the Cave of Polyphemus,1812,,"Christoffer Wilhelm Eckersberg · Ulysses Fleeing the Cave of Polyphemus, 1812",,"File:Eckersberg,_Christoffer_Wilhelm,_Ulysses_Fleeing_the_Cave_of_Polyphemus,_1812.jpg"
nobody-w103,Nobody,,,Auguste Ottin,The Medici Fountain,c. 1866,,"Auguste Ottin · The Medici Fountain, c. 1866","Nobody — Polyphemus, called 'Nobody', looms over Acis and Galatea",File:Fontaine_M%C3%A9dicis_Luxembourg.jpg
nobody-w104,Nobody,,,Anonymous,Polyphemus and Galatea,c. 1st century AD,,"Anonymous · Polyphemus and Galatea, c. 1st century AD","Nobody — Polyphemus, the Cyclops Odysseus deceived with this name",File:Fresco_Polyphemus_Galatea_MAN_Naples_27687.jpg
nobody-w106,Nobody,,,Gustave Moreau,Galatea,c. 1896,,"Gustave Moreau · Galatea, c. 1896","Nobody — Polyphemus, called 'Nobody', watches Galatea at left",File:Gustave_Moreau_-_Galat%C3%A9e_(Museo_Thyssen-Bornemisza).jpg
nobody-w108,Nobody,,,Gustave Moreau,Galatea,c. 1880,,"Gustave Moreau · Galatea, c. 1880","Nobody — Polyphemus, called 'Nobody', looms behind Galatea",File:Moreau_Galat%C3%A9e.jpg
nobody-w109,Nobody,,,Anonymous,Mosaic of Polyphemus and Galatea,c. 200 AD,CC BY-SA 4.0,"Anonymous · Mosaic of Polyphemus and Galatea, c. 200 AD (CC BY-SA 4.0)","Nobody — Polyphemus, the Cyclops Odysseus deceived with this name","File:Mosaic_of_Polyphemus_and_Galatea,_Alc%C3%A1zar_de_los_Reyes_Cristianos.JPG"
ocean-map,Ocean,Y,Y,,The World According to Homer,,,The World According to Homer,Ocean — the great river ringing the rim of the flat world-disc,File:Homer_world_map.jpg
odysseus-1,Odysseus,Y,,Anonymous,Head of Odysseus,2nd c. BC,,"Anonymous · Head of Odysseus, 2nd c. BC",,File:Head_Odysseus_MAR_Sperlonga.jpg
odysseus-4,Odysseus,,,Anonymous,Statue of Odysseus Beneath the Ram,c. 1st century BC,CC BY 4.0,"Anonymous · Statue of Odysseus Beneath the Ram, c. 1st century BC (CC BY 4.0)",Odysseus — clinging under the ram to escape Polyphemus's cave,File:Statue_of_Odysseus_beneath_the_ram_(Torlonia_MT_438)_03.jpg
odysseus-w102,Odysseus,,,Anonymous,Mosaic of Ulysses and the Sirens,c. 200 AD,,"Anonymous · Mosaic of Ulysses and the Sirens, c. 200 AD",Odysseus — bound to the mast on the ship,File:Mosa%C3%AFque_d%27Ulysse_et_les_sir%C3%A8nes.jpg
odysseus-w103,Odysseus,,,Anonymous,Odysseus,c. 350 BC,CC BY-SA 3.0,"Anonymous · Odysseus, c. 350 BC (CC BY-SA 3.0)",,File:Odysseus_-01.jpg
odysseus-w104,Odysseus,,,Taleides Painter,Odysseus and Ajax,c. 530 BC,,"Taleides Painter · Odysseus and Ajax, c. 530 BC",,File:Odysseus_Ajax_Louvre_F340.jpg
odysseus-w105,Odysseus,,,Anonymous,The Slaying of Rhesus,c. 360 BC,,"Anonymous · The Slaying of Rhesus, c. 360 BC","Odysseus — with Diomedes, raiding the Thracian camp by night",File:Rhesos_MNA_Naples.jpg
odysseus-w106,Odysseus,,,Anonymous,The Theft of the Palladion,c. 1st century AD,CC BY-SA 4.0,"Anonymous · The Theft of the Palladion, c. 1st century AD (CC BY-SA 4.0)",Odysseus — carrying off the Palladion statue from Troy,File:Wall_painting_-_rape_of_the_palladion_-_Pompeii_(I_2_26)_-_Napoli_MAN_109751_-_02.jpg
ogygia-1,Ogygia,Y,,Arnold Böcklin,Isle of the Dead,1880,,"Arnold Böcklin · Isle of the Dead, 1880","Ogygia — Calypso's lonely island, evoked by this isle of the dead","File:Arnold_Boecklin_-_Island_of_the_Dead,_Third_Version.JPG"
ogygia-2,Ogygia,,,Ferdinand Fellner,Ulysses and Calypso,c. 1870,,"Ferdinand Fellner · Ulysses and Calypso, c. 1870","Ogygia — Calypso's island, where she held Odysseus",File:Ulysses_and_Calypso_(SM_6540z).png
ogygia-map,Ogygia,,Y,Abraham Ortelius,The Wanderings of Ulysses,1597,,"Abraham Ortelius · The Wanderings of Ulysses, 1597","Ogygia — Calypso's remote island, far out in Ulysses' wanderings",File:Maps_of_the_peregrination_of_Ulysses_by_Abraham_Ortelius.jpeg
olympus-1,Olympus,Y,,Raphael,The Assembly of the Gods,c. 1518,,"Raphael · The Assembly of the Gods, c. 1518",,"File:Assembly_of_the_Gods_after_the_ceiling_composition_in_the_Loggia_di_Psiche,_Villa_Farnesina,_Rome_MET_DP851671.jpg"
olympus-map,Olympus,,Y,Guillaume Delisle,Northern Ancient Greece,1794,,"Guillaume Delisle · Northern Ancient Greece, 1794","Olympus — the gods' mountain, in Thessaly in northern Greece","File:1794_Delisle_Map_of_Northern_Ancient_Greece,_Balkans,_Macedonia_-_Geographicus_-_GreeceNorth-delisle-1794.jpg"
orchomenus-map,Orchomenus,Y,Y,,Homeric Greece,,,Homeric Greece,"Orchomenus — city in Boeotia, central Greece",File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
orestes-1,Orestes,Y,,William-Adolphe Bouguereau,Orestes Pursued by the Furies,1862,,"William-Adolphe Bouguereau · Orestes Pursued by the Furies, 1862","Orestes — the fleeing nude man at center, hands to his head",File:Orestes_Pursued_by_the_Furies_by_William-Adolphe_Bouguereau_(1862)_-_Google_Art_Project.jpg
orestes-4,Orestes,,,Carl Rahl,Orestes Pursued by the Furies,1852,,"Carl Rahl · Orestes Pursued by the Furies, 1852","Orestes — the nude man at center, clutching his head",File:Carl_Rahl_-_Orestes_Pursued_by_the_Furies_(1852).jpg
orestes-w100,Orestes,,,Benjamin West,Pylades and Orestes Brought as Victims before Iphigenia,1766,,"Benjamin West · Pylades and Orestes Brought as Victims before Iphigenia, 1766",Orestes — one of the two bound youths at center,File:Benjamin_West_-_Pylades_and_Orestes_Brought_as_Victims_before_Iphigenia_-_Google_Art_Project.jpg
orestes-w101,Orestes,,,Eumenides Painter,Orestes and Apollo,c. 380 BC,,"Eumenides Painter · Orestes and Apollo, c. 380 BC",Orestes — the seated youth at center being purified,File:Orestes_Apollo_Louvre_Cp710.jpg
orestes-w102,Orestes,,,Python,Orestes at Delphi,c. 330 BC,,"Python · Orestes at Delphi, c. 330 BC",Orestes — the kneeling youth at center at the altar,File:Orestes_Delphi_BM_GR1917.12-10.1.jpg
orestes-w103,Orestes,,,Painter of Louvre K 428,"Orestes, Electra and Pylades",c. 330 BC,,"Painter of Louvre K 428 · Orestes, Electra and Pylades, c. 330 BC",Orestes — the seated youth at center,File:Orestes_Elektra_Pylades_Louvre_K428.jpg
orestes-w104,Orestes,,,Anonymous,Orestes and Iphigenia,c. 200 AD,CC BY-SA 4.0,"Anonymous · Orestes and Iphigenia, c. 200 AD (CC BY-SA 4.0)",Orestes — the seated nude man at left,File:Orestes_and_Iphigenia_mosaic_-_Palazzo_dei_Conservatori_-_Musei_Capitolini_-_Rome_2016.jpg
orestes-w105,Orestes,,,Anonymous,Orestes and Pylades,c. 1st century AD,CC BY-SA 3.0,"Anonymous · Orestes and Pylades, c. 1st century AD (CC BY-SA 3.0)",,File:Orestes_and_Pylades.JPG
orestes-w106,Orestes,,,Anonymous,Orestes and Pylades,1st century AD,,"Anonymous · Orestes and Pylades, 1st century AD",,File:Pompeia._Orestes_and_Pylades.jpeg
ortygia-map,Ortygia,Y,Y,Abraham Ortelius,The Wanderings of Ulysses,1597,,"Abraham Ortelius · The Wanderings of Ulysses, 1597",Ortygia — mythical isle among Odysseus's wanderings,File:Maps_of_the_peregrination_of_Ulysses_by_Abraham_Ortelius.jpeg
ossa-map,Ossa,Y,Y,Guillaume Delisle,Northern Ancient Greece,1794,,"Guillaume Delisle · Northern Ancient Greece, 1794",Ossa — Thessalian mountain just south of Olympus,"File:1794_Delisle_Map_of_Northern_Ancient_Greece,_Balkans,_Macedonia_-_Geographicus_-_GreeceNorth-delisle-1794.jpg"
panopeus-map,Panopeus,Y,Y,,Homeric Greece,,,Homeric Greece,Panopeus — town near the Boeotian border,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
pelion-map,Pelion,Y,Y,Guillaume Delisle,Northern Ancient Greece,1794,,"Guillaume Delisle · Northern Ancient Greece, 1794","Pelion — mountain in Thessaly, northern Greece","File:1794_Delisle_Map_of_Northern_Ancient_Greece,_Balkans,_Macedonia_-_Geographicus_-_GreeceNorth-delisle-1794.jpg"
penelope-4,Penelope,,,Jan de Bray,Penelope and Ulysses Reunited,1668,,"Jan de Bray · Penelope and Ulysses Reunited, 1668","Penelope — at left with the viol, as Ulysses reaches toward her",File:Couple_(de_Bray).jpg
penelope-primaticcio,Penelope,,,Francesco Primaticcio,Ulysses and Penelope,c. 1545,,"Francesco Primaticcio · Ulysses and Penelope, c. 1545","Penelope — the woman at right, with the returned Ulysses",File:Francesco_Primaticcio_-_Ulysses_and_Penelope_-_WGA18409.jpg
penelope-w100,Penelope,,,Anonymous,Penelope,c. 500 BC,CC BY-SA 4.0,"Anonymous · Penelope, c. 500 BC (CC BY-SA 4.0)",Penelope — a 'Penelope type' statue found in an Achaemenid Persian context,File:Achamanid-Woman-Statue-Persia-Persepolis.jpg
penelope-w102,Penelope,,,Anonymous,Penelope,c. 460 BC,CC BY-SA 2.0,"Anonymous · Penelope, c. 460 BC (CC BY-SA 2.0)",,File:Exposition_Paris-Ath%C3%A8nes_au_Mus%C3%A9e_du_Louvre_%C3%A0_Paris_-parisathenes_(51544789732).jpg
penelope-w103,Penelope,,,Anonymous,The Reunion of Odysseus and Penelope,c. 50 AD,CC BY-SA 4.0,"Anonymous · The Reunion of Odysseus and Penelope, c. 50 AD (CC BY-SA 4.0)",Penelope — the standing veiled figure at right,File:Fresco_Macellum_Pompeya_06_(cropped_to_scene).jpg
penelope-w104,Penelope,,,Anonymous,Ring with Penelope,c. 460 BC,,"Anonymous · Ring with Penelope, c. 460 BC",,File:Ring_Penelope_CdM_Luynes_515.jpg
penelope-weave,Penelope,Y,,Dora Wheeler Keith,Penelope Unraveling Her Work at Night,1886,,"Dora Wheeler Keith · Penelope Unraveling Her Work at Night, 1886",,File:%22Penelope_Unraveling_Her_Work_at_Night%22_MET_ADA6426.jpg
persephone-1,Persephone,Y,,Dante Gabriel Rossetti,Proserpine,1874,,"Dante Gabriel Rossetti · Proserpine, 1874",,File:Dante_Gabriel_Rossetti_-_Proserpine_-_Google_Art_Project.jpg
persephone-2,Persephone,,,Frederic Leighton,The Return of Persephone,1891,,"Frederic Leighton · The Return of Persephone, 1891","Persephone — pale figure at right, led up by winged Hermes",File:Frederic_Leighton_-_The_Return_of_Persephone_(1891).jpg
persephone-3,Persephone,,,Rembrandt,The Rape of Proserpine,1630,,"Rembrandt · The Rape of Proserpine, 1630","Persephone — here as Proserpine, seized by Hades in the chariot",File:Rembrandt_-_The_Rape_of_Proserpine_-_Google_Art_Project.jpg
persephone-w100,Persephone,,,Anonymous,Isis-Persephone,c. 100 AD,CC BY-SA 3.0,"Anonymous · Isis-Persephone, c. 100 AD (CC BY-SA 3.0)",,File:AMI_-_Isis-Persephone.jpg
persephone-w101,Persephone,,,Anonymous,Demeter in a Horse Chariot with Her Daughter Kore,c. 560 BC,CC-BY-SA-3.0,"Anonymous · Demeter in a Horse Chariot with Her Daughter Kore, c. 560 BC (CC-BY-SA-3.0)","Persephone — shown as Kore, beside her mother in the chariot",File:Demeter_in_horse_chariot_w_daughter_kore_83d40m_wikiC_Tempio_Y_di_Selinunte_sec_VIa.JPG
persephone-w102,Persephone,,,Walter Crane,"Demeter Rejoiced, for Her Daughter Was by Her Side",c. 1890,,"Walter Crane · Demeter Rejoiced, for Her Daughter Was by Her Side, c. 1890",Persephone — the kneeling young woman at left,"File:Demeter_rejoiced,_for_her_daughter_was_by_her_side.jpg"
persephone-w103,Persephone,,,Anonymous,Dionysus and Kore,c. 350 BC,CC BY-SA 3.0,"Anonymous · Dionysus and Kore, c. 350 BC (CC BY-SA 3.0)",Persephone — the small figure at right,File:Dionysos_and_Cora-Hermitage.jpg
persephone-w104,Persephone,,,Anonymous,Bust of Kore-Persephone,c. 100 AD,CC BY-SA 4.0,"Anonymous · Bust of Kore-Persephone, c. 100 AD (CC BY-SA 4.0)",,"File:Egitto_romano_o_tolemaico,_busto_di_kore-persefone,_in_terracotta.jpg"
persephone-w105,Persephone,,,Anonymous,Minoan Ring with a Goddess,c. 1500 BC,,"Anonymous · Minoan Ring with a Goddess, c. 1500 BC","Persephone — a vegetation goddess under a tree, often linked to her",File:Epiphany_cycle_%E2%80%94_dancing.jpg
persephone-w106,Persephone,,,Anonymous,Fragment of a Marble Relief Depicting a Kore,3rd century BC,CC BY-SA 2.0,"Anonymous · Fragment of a Marble Relief Depicting a Kore, 3rd century BC (CC BY-SA 2.0)",,"File:Fragment_of_a_marble_relief_depicting_a_Kore,_3rd_century_BC,_from_Panticapaeum,_Taurica_(Crimea)_(12853680765).jpg"
persephone-w107,Persephone,,,Anonymous,Kore,c. 525–500 BC,CC BY-SA 3.0,"Anonymous · Kore, c. 525–500 BC (CC BY-SA 3.0)",,File:Kore55.jpg
persephone-w108,Persephone,,,Anonymous,Pinax of Persephone and Hades,c. 470 BC,CC BY-SA 4.0,"Anonymous · Pinax of Persephone and Hades, c. 470 BC (CC BY-SA 4.0)",Persephone — the veiled female seated in front,File:Locri_Pinax_Of_Persephone_And_Hades.jpg
persephone-w109,Persephone,,,Anonymous,Pinax with Persephone Opening the Liknon Mystikon,c. 470 BC,CC BY-SA 2.5,"Anonymous · Pinax with Persephone Opening the Liknon Mystikon, c. 470 BC (CC BY-SA 2.5)",,File:Locri_Pinax_Persephone_Opens_Liknon_Mystikon.jpg
phaea-map,Phaea,Y,Y,,Homeric Greece,,,Homeric Greece,Phaea — port on the coast of Elis,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
phaeacians-2,Phaeacians,Y,,Peter Paul Rubens,Ulysses Landing on the Island of the Phaeacians,c. 1630,Public domain,"Peter Paul Rubens · Ulysses Landing on the Island of the Phaeacians, c. 1630",,File:Rubens_-_Ulysses_Landing_on_the_Island_of_the_Phaeacians_61.27_A1.jpg
phaeacians-w100,Phaeacians,,,Claude Lorrain,The Departure of Ulysses from the Land of the Phaeacians,1646,,"Claude Lorrain · The Departure of Ulysses from the Land of the Phaeacians, 1646",,File:Departure_of_Ulysses_from_the_Land_of_the_Pheacians.jpg
phaestus-map,Phaestus,Y,Y,,Homeric Greece,,,Homeric Greece,Phaestus — on the southern coast of central Crete,File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
pharos-map,Pharos,Y,Y,Abraham Ortelius,Aegyptus Antiqua (Ancient Egypt),1584,,"Abraham Ortelius · Aegyptus Antiqua (Ancient Egypt), 1584",Pharos — small island off Egypt's coast near the Nile mouth,"File:Abraham_Ortelius,_%C3%86gyptus_Antiqva_(FL25570117_2499962).jpg"
phemius-2,Phemius,Y,,John Flaxman,Phemius the Minstrel,1805,,"John Flaxman · Phemius the Minstrel, 1805",Phemius — the bard seated with the lyre,File:Flaxman%27s_Zeichnungen_1910_079.jpg
pherae-map,Pherae,Y,Y,,Homeric Greece,,,Homeric Greece,"Pherae — in the Peloponnese, between Pylos and Sparta",File:THE_ILLIAD_OF_HOMER_(translated_by_POPE)_p1.312_GRAECIA_HOMERICA.jpg
phoenicia-map,Phoenicia,Y,Y,Abraham Ortelius,The Wanderings of Ulysses,1597,,"Abraham Ortelius · The Wanderings of Ulysses, 1597","Phoenicia — eastern Mediterranean coast, around modern Lebanon",File:Maps_of_the_peregrination_of_Ulysses_by_Abraham_Ortelius.jpeg
phthia-map,Phthia,Y,Y,Guillaume Delisle,Northern Ancient Greece,1794,,"Guillaume Delisle · Northern Ancient Greece, 1794","Phthia — in southern Thessaly, central Greece","File:1794_Delisle_Map_of_Northern_Ancient_Greece,_Balkans,_Macedonia_-_Geographicus_-_GreeceNorth-delisle-1794.jpg"
phylace-map,Phylace,Y,Y,Guillaume Delisle,Northern Ancient Greece,1794,,"Guillaume Delisle · Northern Ancient Greece, 1794","Phylace — a town in Thessaly, northern Greece","File:1794_Delisle_Map_of_Northern_Ancient_Greece,_Balkans,_Macedonia_-_Geographicus_-_GreeceNorth-delisle-1794.jpg"
pieria-map,Pieria,Y,Y,Guillaume Delisle,Northern Ancient Greece,1794,,"Guillaume Delisle · Northern Ancient Greece, 1794","Pieria — northern Greece, on the coast below Mount Olympus","File:1794_Delisle_Map_of_Northern_Ancient_Greece,_Balkans,_Macedonia_-_Geographicus_-_GreeceNorth-delisle-1794.jpg"
polyphemus-1,Polyphemus,Y,,J. M. W. Turner,Ulysses Deriding Polyphemus,1829,,"J. M. W. Turner · Ulysses Deriding Polyphemus, 1829",Polyphemus — the giant in the clouds at upper left,File:(Barcelona)_Sketch_for_%27Ulysses_Deriding_Polyphemus%27_-_C1827-8_-_William_Turner_-_Tate_Britain.jpg
polyphemus-3,Polyphemus,,,Arnold Böcklin,Odysseus and Polyphemus,1896,,"Arnold Böcklin · Odysseus and Polyphemus, 1896","Polyphemus — the giant on the rocks at right, hurling a boulder",File:Arnold_B%C3%B6cklin_-_Odysseus_und_Polyphemus_(1896).jpg
polyphemus-4,Polyphemus,,,Anonymous,Odysseus and the Cyclops,2012,,"Anonymous · Odysseus and the Cyclops, 2012",Polyphemus — the large reclining figure at right being blinded,File:Odysseus_and_cyclops_(orcus)_Tomb_of_Orcus.jpg
polyphemus-w100,Polyphemus,,,Nicolas Poussin,Landscape with Polyphemus,1649,,"Nicolas Poussin · Landscape with Polyphemus, 1649","Polyphemus — giant seated on the mountaintop, center",File:Nicolas_Poussin_-_Paysage_avec_Polyph%C3%A8me.jpg
polyphemus-w102,Polyphemus,,,Rider Painter,Odysseus and Polyphemus,c. 550 BC,,"Rider Painter · Odysseus and Polyphemus, c. 550 BC","Polyphemus — seated figure at right, attacked with the stake",File:Odysseus_Polyphemos_Cdm_Paris_190.jpg
polyphemus-w103,Polyphemus,,,Anonymous,Polyphemus Reclining and Holding a Drinking Bowl,c. 100 AD,CC BY-SA 4.0,"Anonymous · Polyphemus Reclining and Holding a Drinking Bowl, c. 100 AD (CC BY-SA 4.0)",,File:Polyphemos_reclining_and_holding_a_drinking_bowl.jpg
polyphemus-w104,Polyphemus,,,Johann Heinrich Wilhelm Tischbein,Polyphemus,1802,,"Johann Heinrich Wilhelm Tischbein · Polyphemus, 1802",,File:Polyphemus.png
polyphemus-w105,Polyphemus,,,Nicolas Poussin,Acis and Galatea,c. 1627,,"Nicolas Poussin · Acis and Galatea, c. 1627","Polyphemus — giant seated on the rock at upper center, piping",File:Poussin_-_Acis_et_Galat%C3%A9e_-_National_Gallery_Dublin.jpg
